User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1000432,P289516,M,55+,16,B,3,0,13,13.0,14.0,17940
1000215,P880439,M,0-17,19,C,2,0,18,,14.0,6408
1000399,P307195,M,36-45,15,C,1,0,14,13.0,,15999
1000607,P123044,F,51-55,11,C,1,1,5,9.0,,3511
1000771,P347073,M,0-17,7,A,2,0,4,,5.0,11202
1000911,P102964,M,51-55,8,C,0,1,13,18.0,,9864
1000547,P568788,M,46-50,7,C,2,1,1,,14.0,4721
1000834,P571117,M,26-35,17,A,4+,0,5,16.0,,2297
1000569,P325168,M,18-25,1,A,1,0,14,10.0,10.0,2863
1000430,P161707,F,55+,19,C,0,0,6,15.0,,10805
1000558,P149462,M,18-25,16,C,0,0,16,2.0,17.0,11424
1000348,P594380,M,36-45,8,A,1,0,7,,,9592
1000211,P511185,F,51-55,2,A,0,0,14,5.0,5.0,1562
1000301,P977987,M,36-45,3,B,4+,0,8,15.0,1.0,9509
1000199,P620218,F,18-25,13,C,3,1,7,4.0,16.0,8989
1000147,P711047,F,18-25,11,B,1,0,15,,,16985
1000296,P449631,M,26-35,9,A,2,1,4,18.0,7.0,7693
1000598,P394283,F,55+,3,C,3,1,8,,,11554
1000094,P823743,F,36-45,5,C,2,0,16,,16.0,2094
1000673,P532904,F,26-35,20,C,2,0,14,18.0,7.0,5908
1000208,P920218,M,36-45,2,A,4+,1,7,7.0,7.0,9415
1000497,P147080,M,36-45,5,C,0,0,11,,11.0,11187
1000209,P497195,F,51-55,7,B,0,1,6,,11.0,821
1000856,P660838,F,0-17,7,C,2,0,8,,6.0,5374
1000163,P950380,F,51-55,1,A,1,1,2,9.0,14.0,8689
1000061,P769522,M,51-55,0,C,4+,1,20,,11.0,7305
1000404,P140929,M,18-25,17,A,1,1,18,,,10007
1000117,P307318,M,51-55,15,C,2,1,13,17.0,19.0,19414
1000100,P300612,M,46-50,5,C,1,0,8,19.0,15.0,1153
1000979,P496989,F,36-45,18,A,4+,0,12,,,4080
1000629,P785036,M,18-25,14,A,1,1,3,,18.0,6220
1000757,P302883,M,26-35,14,B,0,0,20,,15.0,7364
1000767,P805996,F,36-45,16,B,1,1,10,15.0,,8855
1000009,P798897,M,46-50,16,B,2,1,9,16.0,15.0,4323
1000531,P972551,M,55+,13,C,4+,0,19,20.0,16.0,11855
1000879,P445872,F,26-35,6,B,4+,0,14,4.0,10.0,8070
1000866,P656399,M,46-50,16,A,2,0,16,7.0,6.0,8838
1000125,P730458,M,51-55,8,A,4+,0,2,20.0,12.0,8129
1000184,P818548,F,51-55,15,C,0,0,15,,16.0,10977
1000370,P703410,F,46-50,19,A,3,0,16,12.0,,4659
1000425,P900677,M,46-50,10,C,4+,1,13,1.0,,3605
1000522,P666660,M,46-50,19,B,0,0,15,,3.0,5495
1000106,P743050,F,51-55,3,B,1,0,9,8.0,2.0,1810
1000910,P273903,F,55+,20,B,2,1,3,,,606
1000884,P787581,M,36-45,20,B,1,1,4,6.0,7.0,13242
1000470,P615576,F,55+,6,C,2,0,3,15.0,20.0,12603
1000498,P480860,F,51-55,11,A,2,0,7,,5.0,14657
1000580,P769553,F,55+,7,A,1,1,5,,15.0,16018
1000659,P387382,F,0-17,6,A,4+,0,8,,1.0,8458
1000072,P921503,F,36-45,18,A,0,1,2,,1.0,13899
1000282,P974722,F,55+,9,B,2,1,5,13.0,15.0,13133
1000184,P363034,F,51-55,9,B,4+,1,4,1.0,,19527
1000260,P571825,M,18-25,17,A,3,1,20,6.0,,13719
1000229,P912468,M,51-55,13,A,0,0,18,9.0,,10488
1000346,P801629,M,36-45,7,B,0,1,19,1.0,8.0,11657
1000337,P684582,F,51-55,11,B,0,1,14,17.0,,2060
1000228,P724908,F,46-50,11,C,3,0,16,,3.0,14260
1000703,P739098,F,0-17,3,C,0,1,19,,,18832
1000935,P968334,M,18-25,10,A,1,0,14,,18.0,5206
1000953,P974165,F,36-45,8,C,3,1,11,,13.0,2164
1000564,P256683,M,46-50,4,A,4+,1,5,15.0,,17490
1000854,P886592,F,46-50,4,A,0,0,11,,,15620
1000825,P943416,M,55+,9,C,0,1,11,5.0,,9695
1000084,P510472,F,46-50,7,C,1,1,5,,20.0,8513
1000932,P873663,M,18-25,14,B,2,0,15,,,17160
1000063,P843524,M,51-55,3,A,4+,1,8,7.0,,5341
1000302,P716141,F,36-45,4,A,1,0,8,,,19824
1000527,P226994,M,0-17,20,B,3,0,10,13.0,,7212
1000818,P916055,F,0-17,20,A,3,0,13,11.0,,6820
1000038,P658194,M,36-45,9,B,0,0,7,17.0,14.0,702
1000747,P681488,F,46-50,5,C,3,0,7,,,5928
1000449,P886480,M,0-17,20,C,2,0,8,,,7630
1000562,P826628,M,55+,4,C,1,1,9,5.0,5.0,5341
1000835,P292138,F,0-17,0,B,0,1,2,,14.0,17417
1000328,P916011,M,18-25,1,A,2,1,7,,,1536
1000827,P346712,M,55+,14,C,2,1,10,18.0,,3375
1000167,P254772,F,55+,3,A,4+,1,18,,,16456
1000966,P365721,M,26-35,1,B,1,0,7,11.0,,7438
1000165,P220244,M,26-35,5,C,2,1,16,7.0,7.0,16458
1000286,P512431,F,51-55,3,A,3,0,13,,,5144
1000836,P136834,M,18-25,19,A,0,0,13,,19.0,578
1000903,P227063,M,18-25,11,A,3,0,8,,16.0,4496
1000424,P156634,F,51-55,20,B,3,0,7,1.0,6.0,16883
1000003,P314551,M,36-45,3,A,2,1,18,20.0,6.0,8683
1000601,P376572,F,26-35,0,C,4+,1,9,,,13158
1000826,P717120,M,26-35,2,B,2,1,3,,,4494
1000372,P903531,F,26-35,13,C,4+,1,6,5.0,1.0,6827
1000047,P375900,F,36-45,2,B,1,0,15,,8.0,15038
1000303,P782702,M,18-25,8,C,3,0,7,18.0,10.0,12792
1000720,P632999,F,46-50,16,B,4+,0,1,1.0,18.0,14643
1000625,P127591,M,55+,8,C,1,1,17,9.0,,15768
1000891,P743590,M,55+,6,B,0,1,7,,12.0,5519
1000299,P835506,M,51-55,16,C,0,0,8,,,2523
1000549,P577053,F,51-55,17,C,0,1,2,8.0,17.0,13448
1000615,P529944,F,46-50,7,A,4+,0,2,14.0,,7179
1000906,P269720,M,51-55,19,B,1,0,16,2.0,,6038
1000337,P137028,F,18-25,6,A,0,1,19,1.0,,12794
1000285,P540727,F,26-35,4,C,3,1,10,,13.0,6133
1000711,P693201,M,36-45,20,C,4+,0,18,12.0,12.0,17884
1000197,P365473,M,51-55,1,B,3,0,19,17.0,12.0,1051
1000729,P394141,M,36-45,18,B,4+,1,12,,20.0,8340
1000276,P548787,F,0-17,10,B,2,0,9,,,11794
1000696,P531768,M,55+,5,C,1,0,17,10.0,,8210
1000964,P691965,F,18-25,20,B,3,1,6,,12.0,13309
1000788,P203172,M,46-50,0,C,0,0,5,,20.0,8774
1000066,P947247,F,18-25,14,C,3,0,16,1.0,,9400
1000640,P799743,F,26-35,15,C,0,0,14,7.0,,632
1000590,P929777,F,55+,20,B,4+,1,13,,16.0,10358
1000353,P428313,F,0-17,15,B,3,0,13,,,13048
1000810,P137923,M,46-50,11,C,0,0,8,,,7432
1000053,P178226,M,55+,20,A,3,0,19,,13.0,5527
1000040,P326015,F,0-17,2,B,4+,0,20,7.0,18.0,3132
1000016,P216845,M,0-17,1,C,3,0,19,11.0,10.0,6921
1000248,P908002,F,36-45,17,B,3,1,16,3.0,,8338
1000583,P550068,M,36-45,13,C,4+,0,9,16.0,18.0,8374
1000251,P984784,F,51-55,16,B,4+,0,1,,3.0,2497
1000258,P406353,M,18-25,6,A,0,1,15,,14.0,12311
1000927,P787795,M,46-50,6,B,0,1,1,20.0,5.0,7986
1000289,P409634,M,51-55,18,C,3,0,11,,15.0,15114
1000586,P338296,F,36-45,10,B,1,1,7,,,6164
1000762,P923808,F,18-25,8,C,4+,0,5,,,12933
1000750,P306884,M,46-50,14,B,0,1,12,,5.0,9047
1000635,P401471,F,55+,14,C,4+,0,18,10.0,4.0,11238
1000734,P977094,F,46-50,13,A,0,0,15,6.0,12.0,17849
1000999,P782378,M,51-55,17,A,3,0,20,,13.0,13792
1000089,P958796,M,26-35,18,B,3,1,18,4.0,17.0,10780
1000711,P215163,M,18-25,0,B,0,0,17,3.0,,14905
1000935,P152298,F,46-50,19,A,2,1,5,8.0,6.0,17908
1000948,P168644,F,55+,20,B,0,0,12,,,5058
1000945,P159046,M,18-25,2,B,4+,0,4,,8.0,10286
1000218,P152428,M,36-45,13,A,3,1,3,,,7284
1000940,P652767,M,51-55,0,C,3,1,1,,,6564
1000103,P409232,M,51-55,6,C,3,0,1,15.0,,3488
1000202,P679235,F,18-25,4,B,4+,1,17,,,16389
1000817,P404718,F,18-25,18,B,3,0,1,,6.0,10488
1000162,P575262,M,0-17,12,A,3,0,14,14.0,20.0,15055
1000689,P691996,F,36-45,13,B,2,1,17,,,4068
1000813,P251845,F,0-17,0,A,2,1,4,,10.0,14490
1000040,P296253,F,0-17,13,C,1,0,15,15.0,14.0,7124
1000582,P656039,F,46-50,19,B,4+,0,7,5.0,7.0,6142
1000810,P862425,F,18-25,9,B,3,1,14,15.0,18.0,18246
1000296,P288289,F,51-55,0,B,0,1,20,20.0,,16740
1000151,P425327,F,0-17,5,B,3,0,11,,17.0,4176
1000417,P702894,M,36-45,1,C,1,0,13,20.0,,8008
1000354,P484989,F,46-50,19,C,3,1,9,15.0,,8720
1000088,P129841,F,26-35,9,A,2,0,20,,,4384
1000143,P697583,F,51-55,20,B,1,1,10,,,8967
1000396,P106769,F,0-17,10,C,3,1,18,14.0,1.0,981
1000486,P298982,F,0-17,3,A,3,0,4,1.0,19.0,16010
1000561,P141425,M,46-50,16,C,1,1,9,20.0,,13508
1000100,P153024,M,0-17,10,C,0,0,3,13.0,,14298
1000685,P456476,F,55+,20,C,2,0,20,,,3063
1000220,P750813,F,0-17,7,A,4+,1,11,16.0,,12424
1000765,P317621,M,55+,14,C,4+,1,6,3.0,15.0,8051
1000033,P443405,F,0-17,7,C,4+,0,15,14.0,2.0,10895
1000586,P232839,M,51-55,16,C,2,0,15,,,6630
1000448,P137545,M,36-45,7,B,0,0,11,12.0,12.0,6007
1000295,P680572,F,51-55,12,A,3,0,19,,,6347
1000904,P849633,M,51-55,12,B,0,1,12,,8.0,3662
1000548,P807643,F,51-55,1,B,4+,0,1,18.0,18.0,7635
1000883,P229934,F,18-25,5,C,4+,1,7,,,8237
1000749,P747509,F,55+,5,A,2,0,1,15.0,,1539
1000372,P557085,F,26-35,5,B,1,0,6,,8.0,18833
1000986,P791850,M,18-25,4,C,4+,1,18,1.0,9.0,17208
1000783,P732141,F,51-55,11,B,1,1,7,19.0,18.0,15953
1000442,P896086,M,46-50,15,B,3,0,20,,2.0,8635
1000460,P811387,M,55+,18,C,4+,0,1,,1.0,1838
1000692,P554104,M,26-35,10,C,0,1,15,8.0,18.0,12079
1000303,P687244,M,26-35,11,C,1,0,15,,14.0,9737
1000558,P381080,F,26-35,4,C,2,1,17,5.0,,1790
1000228,P133657,M,36-45,17,C,4+,1,4,16.0,,7015
1000488,P671278,M,51-55,15,A,1,1,20,13.0,13.0,15647
1000994,P834725,M,36-45,8,B,4+,1,15,11.0,,18993
1000742,P619497,M,55+,14,C,3,0,5,,16.0,3794
1000345,P579879,M,55+,18,B,3,0,17,17.0,11.0,1481
1000967,P697298,M,0-17,6,B,4+,1,6,16.0,,1008
1000174,P783911,F,46-50,18,C,2,0,20,19.0,9.0,11637
1000885,P203257,F,26-35,0,B,3,0,10,4.0,,11195
1000240,P185460,M,36-45,15,C,0,0,19,,15.0,15567
1000408,P584900,M,51-55,6,B,1,1,17,19.0,5.0,16495
1000058,P967784,M,55+,7,C,0,1,13,,,7208
1000469,P416290,F,51-55,13,C,2,1,18,16.0,,16136
1000499,P370788,F,0-17,6,B,4+,0,14,1.0,4.0,9183
1000899,P241297,M,36-45,17,B,3,0,17,,,13411
1000246,P681929,M,36-45,16,B,2,0,2,,,3248
1000938,P710500,M,36-45,7,A,2,1,2,,,18077
1000518,P853000,M,18-25,10,B,0,0,18,,,11372
1000721,P629429,M,46-50,8,A,0,0,19,20.0,,2831
1000492,P823210,F,36-45,13,A,2,1,18,1.0,3.0,11811
1000111,P869632,F,46-50,1,A,1,0,8,18.0,13.0,15700
1000425,P260049,F,18-25,16,A,3,0,13,,,15772
1000404,P859887,M,0-17,7,A,0,0,8,18.0,,19258
1000848,P851201,M,18-25,12,B,4+,0,14,6.0,,1398
1000720,P325425,M,51-55,7,A,1,0,20,2.0,4.0,13332
1000608,P972687,F,18-25,20,C,4+,0,15,,17.0,18716
1000092,P722645,M,18-25,16,C,4+,1,5,10.0,,18342
1000192,P323699,F,18-25,13,A,4+,1,4,2.0,4.0,13776
1000433,P816662,F,46-50,12,C,3,1,4,17.0,15.0,15202
1000881,P340552,M,0-17,7,A,3,1,8,,,7762
1000160,P625362,F,46-50,10,A,4+,1,12,2.0,2.0,18473
1000340,P160415,F,55+,15,C,3,1,14,12.0,10.0,13618
1000270,P842672,F,46-50,12,A,0,0,5,7.0,12.0,9106
1000154,P981823,F,36-45,18,B,2,0,15,16.0,,2967
1000078,P189541,F,51-55,3,A,2,0,13,15.0,,12907
1000302,P700721,F,26-35,19,C,3,0,11,,10.0,17201
1000026,P411319,F,55+,14,C,0,0,4,,11.0,14889
1000040,P934494,M,51-55,13,A,0,1,12,,14.0,18955
1000851,P314145,M,26-35,8,B,0,1,4,,,14042
1000386,P534757,M,0-17,10,A,1,1,17,4.0,9.0,3135
1000743,P604914,M,51-55,15,B,3,1,9,,4.0,4429
1000177,P583691,F,55+,10,B,0,0,20,,,9676
1000670,P335435,F,26-35,5,B,2,0,15,13.0,15.0,3976
1000774,P805536,M,46-50,14,A,2,0,4,8.0,,784
1000796,P544490,F,18-25,16,B,0,0,11,,,19818
1000097,P590441,F,55+,17,A,4+,0,17,17.0,,5342
1000626,P686796,M,46-50,2,A,1,0,4,,,6650
1000499,P831753,F,55+,4,A,1,0,12,13.0,,18778
1000047,P853753,F,36-45,12,B,3,1,17,,,12797
1000683,P989738,F,0-17,20,C,1,0,13,,,17243
1000144,P737243,M,46-50,19,C,2,1,10,1.0,1.0,19664
1000614,P994785,F,51-55,5,C,0,1,10,,14.0,1621
1000022,P949406,M,55+,17,C,3,1,15,12.0,19.0,4351
1000936,P781497,M,51-55,12,B,2,0,14,,,18314
1000718,P630276,F,18-25,16,B,3,1,5,3.0,14.0,6250
1000612,P592508,M,18-25,4,B,0,0,19,,,12057
1000805,P991959,M,55+,9,C,1,1,4,5.0,15.0,1837
1000222,P838870,F,18-25,11,A,2,0,9,14.0,10.0,15015
1000095,P188772,M,36-45,18,C,3,1,18,,14.0,2889
1000994,P717358,F,36-45,7,A,4+,0,6,14.0,,1410
1000618,P654506,M,18-25,19,A,1,1,17,,,4618
1000685,P857447,M,46-50,0,C,3,1,18,,7.0,15189
1000265,P813206,F,55+,17,A,3,1,1,20.0,,19124
1000721,P395590,F,0-17,17,A,2,0,18,,18.0,5159
1000326,P803380,F,46-50,4,B,2,0,9,2.0,18.0,14917
1000983,P734188,F,51-55,18,B,3,1,2,,12.0,12607
1000676,P760731,F,0-17,13,C,0,0,20,,2.0,7979
1000631,P462351,F,18-25,12,B,0,1,19,15.0,9.0,6523
1000492,P548167,F,36-45,11,C,2,1,4,,,18820
1000531,P371949,F,0-17,2,B,1,0,11,9.0,,16829
1000809,P833983,M,0-17,3,A,0,0,11,,,5185
1000170,P990545,M,51-55,16,A,1,0,17,7.0,,6160
1000741,P602861,M,0-17,4,A,2,0,3,,16.0,13843
1000520,P798141,F,18-25,0,C,2,0,16,,,8604
1000585,P904249,M,36-45,12,A,2,0,6,16.0,,18301
1000302,P981920,M,55+,1,C,0,1,7,7.0,17.0,5615
1000751,P957537,M,51-55,2,C,0,0,9,3.0,,12815
1000656,P406222,M,26-35,17,A,3,1,7,12.0,,19138
1000104,P821884,M,0-17,7,B,1,1,12,15.0,11.0,16417
1000129,P105225,M,51-55,2,B,1,1,20,,14.0,15197
1000366,P131923,F,51-55,18,A,4+,1,16,,20.0,3952
1000213,P729314,F,36-45,7,B,1,0,6,8.0,12.0,14045
1000106,P556705,M,0-17,14,B,0,1,10,,,11903
1000934,P645923,F,36-45,19,B,0,0,3,,12.0,17946
1000378,P562129,M,46-50,7,C,4+,0,20,15.0,20.0,4835
1000466,P242440,M,51-55,7,A,1,1,5,,,2009
1000293,P306519,F,26-35,6,A,3,0,13,13.0,2.0,2547
1000207,P371812,M,51-55,5,A,3,0,13,8.0,,17639
1000314,P131183,M,46-50,9,A,3,0,1,7.0,15.0,1039
1000242,P348876,F,46-50,16,C,1,1,9,5.0,7.0,16158
1000878,P223261,F,46-50,13,A,1,0,4,,,19425
1000678,P393325,M,36-45,13,B,1,1,9,1.0,,18743
1000189,P899374,M,51-55,19,B,1,0,20,20.0,10.0,13558
1000465,P237297,M,36-45,17,A,2,0,14,,11.0,3534
1000554,P622704,M,46-50,8,A,4+,1,19,17.0,,13313
1000893,P780304,M,18-25,13,A,2,1,3,,,7109
1000598,P670929,M,55+,19,B,3,0,1,,,5866
1000089,P189937,F,26-35,14,B,2,1,14,,11.0,10522
1000372,P208481,M,18-25,16,A,2,0,7,,7.0,2756
1000885,P224144,F,55+,20,C,4+,1,17,3.0,,3918
1000867,P657673,F,55+,2,C,0,1,16,,,17366
1000105,P780230,M,55+,9,C,0,0,18,1.0,,1278
1000196,P487769,F,46-50,3,C,3,0,17,19.0,12.0,7416
1000648,P359288,F,0-17,9,A,4+,1,4,,,15087
1000693,P690821,M,18-25,6,C,4+,0,3,16.0,,5800
1000082,P642841,F,0-17,19,C,4+,1,8,,14.0,18889
1000689,P290091,F,55+,1,C,4+,1,16,,14.0,17079
1000513,P546483,F,0-17,3,C,4+,1,19,,5.0,2556
1000541,P468334,F,51-55,3,C,1,1,4,,14.0,7570
1000625,P883655,M,18-25,5,A,1,1,14,20.0,2.0,10301
1000406,P381117,F,46-50,0,B,2,0,20,18.0,,13347
1000423,P127170,F,51-55,1,A,4+,1,2,,,11889
1000970,P570212,F,26-35,16,A,2,0,18,,,13665
1000845,P965257,M,36-45,0,A,2,0,14,9.0,10.0,14632
1000890,P124561,M,0-17,20,C,2,1,3,,9.0,4309
1000945,P400950,F,36-45,6,B,0,0,16,20.0,3.0,11619
1000257,P667195,M,26-35,6,B,4+,1,13,19.0,,3710
1000065,P445659,F,0-17,9,B,3,1,5,,7.0,16161
1000529,P403084,F,46-50,0,C,4+,1,3,,13.0,15707
1000590,P301122,F,55+,3,C,4+,0,9,2.0,,13043
1000774,P665408,F,26-35,4,A,0,0,11,14.0,17.0,15800
1000874,P732393,F,0-17,19,B,3,0,7,20.0,,3574
1000859,P497793,M,18-25,2,C,1,1,1,18.0,,16938
1000760,P658477,F,36-45,20,A,2,1,13,,,789
1000980,P383555,F,26-35,6,C,4+,0,13,12.0,,9464
1000365,P380681,M,26-35,1,A,2,1,4,,,16534
1000905,P246081,F,55+,16,C,2,0,18,12.0,3.0,9523
1000376,P618111,M,26-35,12,B,4+,0,3,,,15130
1000039,P922329,M,18-25,12,A,3,0,1,,20.0,16321
1000673,P997655,M,18-25,0,A,3,1,15,,,4427
1000603,P437401,F,18-25,20,C,0,1,5,12.0,,12267
1000028,P446049,M,0-17,6,B,2,0,14,7.0,9.0,14583
1000264,P253990,F,0-17,8,A,1,1,5,5.0,,6067
1000999,P273646,M,26-35,3,C,4+,0,9,,17.0,2834
1000082,P867505,M,55+,1,C,0,1,10,,19.0,2244
1000664,P951730,M,0-17,18,C,4+,0,13,,,14391
1000843,P209783,F,26-35,16,A,4+,1,14,,,15295
1000966,P484460,F,36-45,9,A,3,1,6,9.0,13.0,17200
1000671,P954308,M,51-55,7,C,0,1,16,5.0,,4265
1000891,P126280,F,36-45,14,C,1,1,19,,14.0,5123
1000306,P250464,M,18-25,4,A,3,0,2,,,12920
1000872,P981101,M,55+,7,B,0,0,17,,,10043
1000894,P536737,M,36-45,12,B,2,1,16,,15.0,3668
1000972,P477089,F,46-50,12,B,0,0,13,13.0,,9216
1000581,P170477,M,0-17,10,C,2,1,2,9.0,15.0,9995
1000186,P845091,F,36-45,9,B,4+,1,20,10.0,,7878
1000837,P950541,F,26-35,0,A,4+,0,13,11.0,,13672
1000956,P914279,F,0-17,4,B,0,1,1,,15.0,18517
1000778,P792832,F,36-45,13,A,1,0,11,14.0,3.0,5061
1000937,P417933,M,55+,7,B,2,0,3,,14.0,2200
1000612,P109345,F,0-17,18,C,2,1,2,13.0,,11085
1000419,P653155,F,36-45,16,B,4+,0,11,14.0,17.0,13843
1000431,P120403,M,0-17,20,C,4+,0,15,,,18139
1000783,P747511,F,36-45,15,A,3,1,1,,,14991
1000644,P427878,M,26-35,20,A,1,0,4,10.0,,17263
1000118,P433549,F,18-25,19,C,2,0,6,2.0,,6227
1000970,P976550,M,51-55,20,A,1,1,9,13.0,20.0,6312
1000638,P326448,M,36-45,3,A,2,0,3,,,7656
1000197,P639232,M,55+,15,C,1,0,17,13.0,,10501
1000960,P370458,F,18-25,15,A,2,0,8,,,5829
1000227,P529593,M,51-55,8,A,1,0,11,,19.0,4239
1000021,P242183,F,55+,0,B,0,1,6,5.0,10.0,15205
1000284,P426964,M,55+,3,B,3,0,9,,,13814
1000024,P283238,M,26-35,14,C,1,1,14,,15.0,17692
1000143,P757953,F,51-55,5,A,1,1,14,11.0,,7472
1000158,P316770,M,46-50,14,C,0,0,1,,19.0,18617
1000141,P526402,M,18-25,9,C,2,1,17,12.0,14.0,19001
1000316,P800123,M,26-35,1,C,0,0,12,13.0,9.0,9000
1000190,P794884,F,0-17,6,A,0,1,18,3.0,,10443
1000713,P828114,F,46-50,17,B,3,1,2,,,16580
1000497,P827657,M,51-55,13,A,1,1,1,,,3477
1000073,P357009,M,18-25,12,A,2,1,5,,,18016
1000840,P864398,F,51-55,11,A,0,1,5,7.0,,10693
1000503,P795630,F,18-25,16,C,0,1,13,,,2274
1000161,P926718,M,18-25,10,A,1,0,5,6.0,19.0,16433
1000916,P359799,M,18-25,10,B,4+,0,19,,,10332
1000734,P405835,M,26-35,12,B,3,0,12,18.0,,3723
1000058,P976172,F,36-45,2,C,3,1,8,,14.0,7624
1000446,P726075,M,46-50,8,B,0,1,15,14.0,8.0,7708
1000509,P571593,M,51-55,3,A,3,0,7,2.0,15.0,13487
1000359,P127027,M,36-45,8,A,2,0,8,2.0,12.0,2193
1000647,P251903,F,26-35,6,A,1,1,6,,4.0,4348
1000978,P933682,M,36-45,3,B,3,1,20,,20.0,14901
1000604,P692608,M,0-17,17,C,3,0,14,,,12720
1000256,P243170,F,51-55,9,C,4+,1,4,17.0,,11873
1000242,P849917,M,18-25,8,C,2,0,16,2.0,4.0,17808
1000330,P954694,M,36-45,18,C,0,1,4,17.0,10.0,9030
1000051,P620416,F,26-35,14,B,3,0,12,20.0,4.0,8212
1000492,P768397,M,51-55,11,B,0,0,4,16.0,15.0,17041
1000926,P747135,F,46-50,6,B,2,1,2,18.0,3.0,19597
1000088,P609933,F,51-55,14,B,2,0,19,20.0,,12955
1000489,P594209,M,46-50,16,B,4+,1,18,11.0,9.0,14913
1000111,P553925,F,18-25,19,B,0,0,2,,,7450
1000219,P931157,M,26-35,11,A,0,0,12,,18.0,5613
1000229,P474685,F,0-17,6,C,0,1,4,,9.0,5697
1000605,P399641,M,51-55,5,B,1,1,1,,17.0,18107
1000613,P318760,M,55+,10,B,0,1,15,,20.0,517
1000076,P203644,M,18-25,18,B,3,0,6,,14.0,17436
1000969,P507103,M,51-55,12,A,4+,1,10,,8.0,12238
1000101,P464811,F,36-45,18,A,0,1,6,,,13525
1000499,P341551,F,46-50,9,C,0,1,10,10.0,15.0,11140
1000210,P546941,M,18-25,0,A,4+,0,5,11.0,5.0,10525
1000551,P965474,F,36-45,15,A,2,0,8,16.0,7.0,8961
1000745,P958553,F,36-45,2,C,1,0,1,8.0,,11106
1000742,P378672,F,18-25,17,A,4+,0,16,1.0,,948
1000859,P705661,F,0-17,11,A,0,1,9,,1.0,1843
1000148,P228748,M,18-25,20,B,1,0,19,,,534
1000541,P539040,F,55+,15,A,3,1,13,2.0,7.0,11818
1000151,P543043,F,51-55,16,B,3,1,12,17.0,,1326
1000275,P305872,M,18-25,2,A,0,0,12,3.0,16.0,4198
1000599,P720937,F,51-55,8,C,3,0,1,2.0,16.0,3519
1000827,P751780,M,55+,17,C,3,0,18,20.0,,11147
1000828,P559102,F,26-35,10,C,4+,1,5,,,12353
1000885,P147276,M,26-35,18,B,4+,0,20,,11.0,19208
1000975,P298875,M,55+,10,C,1,1,11,19.0,,15777
1000093,P369445,M,18-25,8,C,3,1,19,9.0,7.0,18835
1000849,P647979,M,26-35,8,B,1,0,3,9.0,,3801
1000618,P232354,M,26-35,7,B,3,1,12,14.0,10.0,12386
1000455,P428671,M,51-55,15,B,2,0,7,,,7789
1000350,P150588,M,55+,18,B,2,1,19,13.0,,9570
1000435,P205919,M,26-35,9,A,0,0,10,,8.0,794
1000077,P733243,F,55+,17,C,3,0,5,6.0,,18048
1000799,P831305,F,46-50,1,A,0,0,11,,14.0,17122
1000428,P573984,F,55+,19,C,3,0,14,15.0,3.0,4446
1000993,P767326,M,0-17,20,C,2,1,18,,17.0,9228
1000975,P780302,F,36-45,10,A,3,0,10,,10.0,8672
1000707,P760005,F,55+,11,C,0,1,20,7.0,13.0,9100
1000388,P564613,M,55+,5,B,3,1,6,8.0,18.0,5153
1000285,P755205,F,18-25,20,C,4+,0,2,,,12771
1000516,P673752,F,46-50,0,A,2,0,4,,,6301
1000792,P638030,F,51-55,11,C,2,0,5,16.0,,6840
1000593,P898723,M,26-35,2,A,4+,0,10,7.0,3.0,9795
1000917,P298350,F,0-17,12,B,3,1,11,9.0,,9981
1000259,P562377,F,55+,10,C,0,1,13,6.0,,16310
1000763,P305038,M,26-35,16,A,3,1,11,17.0,,18198
1000236,P650790,M,55+,9,A,0,1,15,,,5191
1000771,P166811,F,55+,10,A,3,0,6,20.0,17.0,14173
1000676,P128696,M,36-45,17,A,3,0,16,6.0,,11962
1000670,P308418,F,36-45,6,B,3,1,15,3.0,18.0,14206
1000389,P997597,M,0-17,11,A,0,1,8,,7.0,19568
1000866,P158019,F,55+,16,B,1,1,10,6.0,,17295
1000066,P222396,F,18-25,7,B,0,1,6,,,16716
1000697,P372270,M,51-55,10,A,0,0,12,,,3069
1000376,P757559,F,36-45,3,A,1,0,16,20.0,20.0,4130
1000021,P299810,M,26-35,4,C,3,1,3,,,4160
1000491,P971442,M,46-50,11,B,3,1,6,,2.0,8272
1000361,P736812,M,0-17,19,A,1,0,4,,12.0,5036
1000427,P101179,F,46-50,7,B,0,0,17,,,8814
1000247,P332538,M,55+,6,C,3,0,9,12.0,,1152
1000010,P220761,F,46-50,5,B,2,1,10,20.0,,2241
1000148,P738409,M,36-45,0,C,0,1,10,5.0,,14635
1000656,P248234,F,46-50,3,B,2,0,9,,,4611
1000203,P459745,F,0-17,2,A,4+,0,11,14.0,1.0,14907
1000656,P556220,M,55+,2,A,0,0,7,,7.0,19392
1000009,P885529,F,36-45,4,A,0,1,3,6.0,11.0,4438
1000091,P715797,F,36-45,18,C,1,1,8,,,4505
1000712,P598223,F,36-45,13,C,1,0,9,9.0,,6465
1000364,P543830,F,55+,19,B,1,1,19,13.0,9.0,4561
1000729,P419362,F,18-25,18,B,0,1,8,4.0,,15349
1000794,P315159,M,36-45,5,C,2,0,4,,,504
1000100,P542269,F,55+,15,A,1,0,15,,5.0,2863
1000421,P544371,F,55+,20,A,1,1,15,,,1837
1000769,P171828,F,0-17,15,A,4+,1,3,19.0,,3056
